Delay_Hours,Month,System Voltage,Consumer_Effected,System_Load (kW),Failure_Code,Location
0.25,May,11kV,7764,4748,C1,Location 3
0.02,May,33kV,12951,219000,A1,Location 6
0.03,May,11kV,12110,95233,C1,Location 5
0.22,May,11kV,6961,5355,C1,Location 2
0.58,May,LV,71,19,D1,Location 3
5.72,May,11kV,6887,154,B1,Location 1
0.03,May,33kV,16865,122267,A1,Location 7
4.92,May,11kV,2461,141,B3,Location 7
0.03,May,33kV,20064,109900,A1,Location 1
1.33,May,11kV,6887,662,C1,Location 1
2.83,May,11kV,1157,52,C1,Location 1
0.38,May,11kV,2,84,C2,Location 5
7.43,May,11kV,2434,82,C2,Location 3
0.83,May,LV,64,7,D1,Location 3
0.58,May,LV,71,16,D1,Location 3
0.43,May,11kV,123,70,C1,Location 2
1.73,May,11kV,1,1,C1,Location 2
0.4,May,11kV,6040,2610,C2,Location 3
0.1,May,11kV,5749,13280,C1,Location 2
0.12,May,11kV,6405,15708,C1,Location 4
0.02,May,11kV,3089,24700,C1,Location 1
0.32,May,LV,78,31,D2,Location 5
0.37,May,11kV,6492,2468,C1,Location 3
0.3,May,11kV,6961,3927,C1,Location 2
0.03,May,11kV,4122,108833,C1,Location 7
5.13,May,11kV,990,95,C2,Location 5
1,May,11kV,1511,156,C1,Location 1
0.68,May,33kV,20319,4156,A1,Location 1
0.32,May,33kV,20796,22097,A1,Location 5
0.67,May,33kV,19426,11109,A1,Location 4
0.92,May,33kV,11411,4608,A1,Location 3
0.92,May,33kV,2311,486,A1,Location 3
0.83,May,33kV,29521,2954,A1,Location 3
0.83,May,33kV,9255,2359,A1,Location 3
0.8,May,33kV,10525,1918,A1,Location 3
0.8,May,33kV,6666,2478,A1,Location 3
0.6,May,33kV,13373,8252,A1,Location 6
0.7,May,33kV,10389,5784,A1,Location 6
0.82,May,33kV,18937,5991,A1,Location 6
0.77,May,33kV,11588,8334,A1,Location 6
0.3,May,11kV,6492,3043,C1,Location 3
0.35,May,11kV,6979,7374,C1,Location 5
0.35,May,11kV,6728,2914,C1,Location 3
0.58,May,11kV,3442,1193,C2,Location 4
0.05,May,11kV,3365,27880,B3,Location 6
0.32,May,11kV,385,2653,B3,Location 6
0.37,May,11kV,1245,578,B3,Location 6
0.63,May,11kV,1427,360,B3,Location 6
0.68,May,11kV,1245,315,B3,Location 6
0.47,May,33kV,20319,6013,A5,Location 1
0.47,May,33kV,20796,15045,A5,Location 5
0.47,May,33kV,19426,15836,A5,Location 4
0.5,May,33kV,11411,8478,A5,Location 3
0.52,May,33kV,29521,4715,A5,Location 3
0.52,May,33kV,9255,3765,A5,Location 3
0.5,May,33kV,2311,894,A5,Location 3
0.65,May,33kV,10525,2360,A5,Location 3
0.65,May,33kV,6666,3049,A5,Location 3
0.65,May,33kV,10389,6229,A5,Location 6
0.65,May,33kV,13373,7617,A5,Location 6
0.5,May,33kV,11588,12834,A5,Location 6
0.5,May,33kV,2365,3694,A5,Location 6
0.5,May,33kV,18937,9826,A5,Location 6
0.6,May,11kV,1245,357,B3,Location 6
0.58,May,11kV,779,195,C1,Location 1
0.18,May,33kV,4948,11922,A1,Location 2
0.03,May,11kV,4192,34733,C1,Location 2
0.75,May,LV,69,8,D1,Location 3
0.27,May,11kV,1787,4037,C1,Location 3
0.25,May,11kV,430,152,C1,Location 7
0.92,May,11kV,5,560,C1,Location 3
0.33,May,LV,49,12,D1,Location 2
0.5,May,11kV,279,286,C1,Location 2
0.12,May,LV,80,108,D1,Location 2
1.67,May,LV,77,7,D2,Location 2
0.03,May,33kV,9945,102400,A1,Location 4
0.25,May,11kV,226,88,C1,Location 3
0.38,May,LV,76,21,D2,Location 7
1.25,May,11kV,1319,354,C1,Location 7
0.32,May,11kV,6961,3681,C1,Location 2
0.5,May,11kV,6335,2326,C2,Location 5
0.4,May,11kV,6979,6453,C1,Location 5
0.08,May,11kV,6492,11413,C1,Location 3
0.5,May,11kV,1787,2180,C1,Location 3
0.17,May,LV,81,71,D2,Location 7
0.2,May,11kV,5376,7470,C1,Location 7
0.45,May,11kV,3209,1171,C2,Location 4
1.83,May,11kV,290,312,C2,Location 6
0.5,May,11kV,532,90,C1,Location 3
0.8,May,11kV,5270,2036,B4,Location 2
0.07,May,33kV,19950,86729,A1,Location 7
0.42,May,33kV,14770,7817,A1,Location 2
0.18,May,11kV,6961,6544,C1,Location 2
0.25,May,LV,151,200,D1,Location 6
0.1,May,33kV,10389,40490,A1,Location 6
1.18,May,33kV,11588,5438,A1,Location 6
0.03,May,33kV,4948,71533,A1,Location 2
0.5,May,LV,78,14,D2,Location 6
0.23,May,11kV,3996,2957,C1,Location 2
0.07,May,11kV,4192,14886,C1,Location 2
0.12,May,11kV,4192,8683,C1,Location 2
0.5,May,11kV,5562,1486,C2,Location 1
1.37,May,11kV,3019,439,B4,Location 6
0.5,May,11kV,96,32,C1,Location 6
0.42,May,11kV,5035,1610,C1,Location 3
0.33,May,11kV,7750,9245,C1,Location 4
0.67,May,11kV,4913,3612,C1,Location 4
0.17,May,11kV,5681,7665,B1,Location 7
0.17,May,11kV,8151,9294,B1,Location 7
0.5,May,LV,80,24,D1,Location 1
0.28,May,11kV,2152,1132,C1,Location 3
0.35,May,LV,1,29,D1,Location 7
0.42,May,LV,111,31,D1,Location 2
0.47,May,LV,187,85,D1,Location 4
0.28,May,LV,280,179,D2,Location 7
0.48,May,LV,413,144,D2,Location 7
0.5,May,LV,53,76,D1,Location 7
0.58,May,LV,373,109,D1,Location 5
0.47,May,LV,1,53,D1,Location 3
1,May,LV,1,59,D1,Location 7
0.42,May,LV,83,117,D2,Location 4
5.1,May,LV,450,15,D2,Location 6
1.33,May,LV,313,43,D1,Location 7
1.48,May,LV,305,51,D2,Location 4
0.57,May,LV,321,88,D2,Location 6
0.8,May,LV,171,64,D2,Location 2
0.08,May,LV,469,925,D2,Location 7
0.62,May,LV,1,50,D1,Location 7
0.58,May,LV,86,12,D1,Location 3
0.42,May,LV,286,112,D1,Location 1
0.8,May,LV,1,115,D1,Location 7
0.42,May,LV,210,48,D1,Location 2
0.68,May,LV,118,37,D1,Location 2
0.33,May,LV,92,27,D1,Location 1
1.08,May,LV,239,60,D2,Location 6
1.33,May,LV,371,50,D1,Location 7
0.25,May,LV,428,320,D1,Location 7
0.33,May,LV,1,24,D1,Location 7
0.22,May,LV,109,177,D2,Location 2
0.5,May,LV,117,80,D1,Location 7
0.75,May,LV,314,61,D2,Location 5
0.5,May,LV,227,168,D1,Location 7
0.28,May,LV,167,196,D1,Location 2
0.42,May,LV,102,67,D2,Location 6
0.53,May,LV,268,83,D1,Location 4
0.58,May,LV,1,12,D1,Location 3
0.83,May,LV,1,111,D1,Location 7
0.02,May,11kV,4265,60800,C1,Location 7
0.05,May,11kV,4265,24320,C1,Location 7
0.02,May,11kV,4265,60800,C1,Location 7
0.02,May,11kV,4265,60800,C1,Location 7
0.03,May,11kV,4265,40533,C1,Location 7
0.02,May,11kV,2863,67150,C1,Location 7
0.02,May,11kV,2863,67150,C1,Location 7
0.02,May,11kV,2863,67150,C1,Location 7
0.02,May,11kV,2863,67150,C1,Location 7
0.05,May,11kV,2863,26860,C1,Location 7
0.12,May,11kV,2863,11192,C1,Location 7
0.02,May,11kV,2863,67150,C1,Location 7
0.02,May,11kV,2863,67150,C1,Location 7
0.02,May,11kV,2863,67150,C1,Location 7
0.02,May,11kV,2863,67150,C1,Location 7
0.02,May,11kV,6091,65900,C1,Location 7
0.03,May,11kV,6091,43933,C1,Location 7
0.02,May,11kV,6091,65900,C1,Location 7
0.02,May,11kV,6091,65900,C1,Location 7
0.02,May,11kV,6091,65900,C1,Location 7
0.02,May,11kV,6091,65900,C1,Location 7
0.02,May,11kV,2863,67150,C1,Location 7
0.02,May,11kV,4265,60800,C1,Location 7
0.08,May,33kV,10976,38825,A1,Location 2
0.6,May,11kV,2308,1175,C1,Location 2
0.02,May,33kV,4948,107300,A1,Location 2
0.05,May,33kV,4948,42920,A1,Location 2
0.03,May,33kV,4948,71533,A1,Location 2
0.02,May,33kV,4948,107300,A1,Location 2
0.02,May,33kV,4948,107300,A1,Location 2
0.02,May,11kV,3188,30200,C1,Location 2
0.02,May,11kV,3188,30200,C1,Location 2
0.02,May,11kV,3188,30200,C1,Location 2
0.02,May,11kV,3188,30200,C1,Location 2
0.02,May,11kV,3188,30200,C1,Location 2
0.02,May,11kV,3188,30200,C1,Location 2
0.02,May,11kV,3188,30200,C1,Location 2
2,May,11kV,3188,302,B4,Location 2
0.02,May,11kV,1760,77100,C1,Location 2
0.02,May,11kV,1760,77100,C1,Location 2
0.02,May,11kV,1760,77100,C1,Location 2
0.02,May,11kV,1760,77100,C1,Location 2
0.02,May,11kV,1760,77100,C1,Location 2
0.02,May,11kV,1760,77100,C1,Location 2
0.02,May,11kV,1760,77100,C1,Location 2
0.02,May,11kV,1760,77100,C1,Location 2
0.02,May,11kV,1760,77100,C1,Location 2
0.02,May,11kV,1760,77100,C1,Location 2
2,May,11kV,1760,771,B4,Location 2
0.02,May,11kV,1760,77100,C1,Location 2
0.02,May,11kV,1760,77100,C1,Location 2
0.02,May,33kV,5872,139700,A1,Location 2
0.02,May,33kV,5872,139700,A1,Location 2
0.02,May,33kV,5872,139700,A1,Location 2
0.02,May,33kV,5872,139700,A1,Location 2
0.02,May,33kV,5872,139700,A1,Location 2
0.02,May,33kV,5872,139700,A1,Location 2
0.02,May,33kV,5872,139700,A1,Location 2
0.05,May,11kV,4192,20840,C1,Location 2
0.05,May,11kV,4192,20840,C1,Location 2
0.02,May,11kV,4192,52100,C1,Location 2
0.05,May,11kV,1151,32900,C1,Location 2
0.03,May,33kV,14770,109433,A1,Location 2
0.17,May,11kV,3996,4000,C1,Location 2
0.02,May,33kV,20319,141300,A1,Location 1
0.02,May,33kV,20319,141300,A1,Location 1
0.02,May,33kV,6887,44000,A1,Location 1
0.08,May,33kV,6887,11000,A1,Location 1
0.02,May,33kV,9555,116450,A1,Location 1
0.02,May,33kV,9555,116450,A1,Location 1
0.02,May,33kV,9555,116450,A1,Location 1
0.15,May,33kV,20064,21980,A1,Location 1
0.37,May,33kV,20064,8911,A1,Location 1
0.08,May,33kV,20064,41213,A1,Location 1
0.02,May,33kV,20064,164850,A1,Location 1
0.02,May,33kV,8323,70600,A1,Location 1
0.08,May,33kV,8323,17650,A1,Location 1
0.02,May,11kV,3405,62200,C1,Location 6
0.03,May,11kV,3405,41467,C1,Location 6
0.05,May,11kV,3405,24880,C1,Location 6
0.02,May,11kV,3019,30100,C1,Location 6
0.03,May,11kV,3019,20067,C1,Location 6
0.02,May,11kV,7161,83550,C1,Location 6
0.02,May,11kV,5923,61750,C1,Location 6
0.02,May,11kV,4456,62500,C1,Location 6
0.02,May,11kV,4456,62500,C1,Location 6
0.02,May,11kV,4456,62500,C1,Location 6
0.02,May,11kV,4456,62500,C1,Location 6
0.02,May,11kV,4456,62500,C1,Location 6
0.02,May,11kV,4456,62500,C1,Location 6
0.02,May,11kV,4456,62500,C1,Location 6
0.02,May,33kV,18937,245650,A1,Location 6
0.02,May,33kV,18937,245650,A1,Location 6
0.02,May,33kV,18937,245650,A1,Location 6
0.02,May,33kV,18937,245650,A1,Location 6
0.03,May,33kV,18937,163767,A1,Location 6
0.03,May,33kV,18937,163767,A1,Location 6
0.02,May,33kV,18937,245650,A1,Location 6
0.02,May,11kV,6267,67950,C1,Location 6
0.02,May,11kV,6267,67950,C1,Location 6
0.02,May,11kV,6267,67950,C1,Location 6
0.02,May,11kV,577,5550,C1,Location 6
0.02,May,11kV,577,5550,C1,Location 6
0.02,May,11kV,8185,115700,C1,Location 6
0.02,May,11kV,8185,115700,C1,Location 6
0.05,May,33kV,13373,99020,A1,Location 6
0.02,May,33kV,13373,247550,A1,Location 6
0.02,May,33kV,13373,247550,A1,Location 6
0.02,May,33kV,13373,247550,A1,Location 6
0.02,May,33kV,13373,247550,A1,Location 6
0.02,May,33kV,13373,247550,A1,Location 6
0.02,May,33kV,20796,353550,A1,Location 5
0.03,May,33kV,20796,235700,A1,Location 5
0.02,May,33kV,20796,353550,A1,Location 5
0.02,May,33kV,20796,353550,A1,Location 5
0.03,May,33kV,19426,248100,A1,Location 4
0.05,May,33kV,19426,148860,A1,Location 4
0.02,May,33kV,19426,372150,A1,Location 4
1,May,33kV,19426,7443,A1,Location 4
0.02,May,33kV,19426,372150,A1,Location 4
0.03,May,33kV,19426,248100,A1,Location 4
0.02,May,33kV,19426,372150,A1,Location 4
0.02,May,33kV,17726,212050,A1,Location 4
0.02,May,33kV,17726,212050,A1,Location 4
0.02,May,33kV,17726,212050,A1,Location 4
0.03,May,33kV,17726,141367,A1,Location 4
0.02,May,33kV,19774,285350,A1,Location 4
0.03,May,33kV,26508,227833,A1,Location 5
0.02,May,33kV,10976,155300,A1,Location 2
0.02,May,33kV,10976,155300,A1,Location 2
0.03,May,33kV,5872,93133,A1,Location 2
0.02,May,33kV,10976,155300,A1,Location 2
0.02,May,33kV,10976,155300,A1,Location 2
0.03,May,33kV,10976,103533,A1,Location 2
0.02,May,33kV,10976,155300,A1,Location 2
0.02,May,33kV,10976,155300,A1,Location 2
0.02,May,33kV,10976,155300,A1,Location 2
0.02,May,33kV,10976,155300,A1,Location 2
0.02,May,33kV,10976,155300,A1,Location 2
0.02,May,33kV,10976,155300,A1,Location 2
0.02,May,33kV,10976,155300,A1,Location 2
0.03,May,33kV,10976,103533,A1,Location 2
0.02,May,33kV,10976,155300,A1,Location 2
0.02,May,33kV,10976,155300,A1,Location 2
0.02,May,33kV,10976,155300,A1,Location 2
0.02,May,33kV,10976,155300,A1,Location 2
0.02,May,33kV,10976,155300,A1,Location 2
0.02,May,33kV,10976,155300,A1,Location 2
0.02,May,33kV,10976,155300,A1,Location 2
0.02,May,33kV,10976,155300,A1,Location 2
0.02,May,33kV,19950,303550,A1,Location 7
0.02,May,33kV,19950,303550,A1,Location 7
0.02,May,33kV,19950,303550,A1,Location 7
0.05,May,33kV,19950,121420,A1,Location 7
0.02,May,33kV,19950,303550,A1,Location 7
0.03,May,33kV,19950,202367,A1,Location 7
0.02,May,33kV,19950,303550,A1,Location 7
1.93,May,33kV,19950,3146,A1,Location 7
0.03,May,33kV,19950,202367,A1,Location 7
0.03,May,33kV,19950,202367,A1,Location 7
0.03,May,33kV,19950,202367,A1,Location 7
0.02,May,33kV,22495,270400,A1,Location 7
0.02,May,33kV,22495,270400,A1,Location 7
0.02,May,33kV,22495,270400,A1,Location 7
1.07,May,33kV,22495,5054,A1,Location 7
0.02,May,33kV,22495,270400,A1,Location 7
0.52,May,33kV,22495,10400,A1,Location 7
0.05,May,33kV,20757,65560,A1,Location 7
0.02,May,33kV,20757,163900,A1,Location 7
0.02,May,33kV,20757,163900,A1,Location 7
0.03,May,33kV,20757,109267,A1,Location 7
2.95,May,33kV,20757,1111,A1,Location 7
0.02,May,33kV,10976,155300,A1,Location 2
0.02,May,33kV,12951,219000,A1,Location 6
0.02,May,33kV,12951,219000,A1,Location 6
0.02,May,33kV,12951,219000,A1,Location 6
0.02,May,33kV,12951,219000,A1,Location 6
0.02,May,33kV,12951,219000,A1,Location 6
3.47,May,33kV,13373,1427,A1,Location 6
0.02,June,11kV,1760,77100,C1,Location 2
0.8,June,11kV,6475,2336,C1,Location 3
0.28,June,11kV,4924,3450,C1,Location 3
0.57,June,33kV,19774,10012,A1,Location 4
0.57,June,33kV,17726,7440,A1,Location 4
0.57,June,33kV,9945,5389,A1,Location 4
0.45,June,33kV,18937,10918,A1,Location 6
0.45,June,33kV,11588,14260,A1,Location 6
2.48,June,11kV,673,81,C2,Location 7
0.17,June,11kV,247,200,C1,Location 5
0.42,June,LV,293,102,D1,Location 1
1,June,LV,84,13,D1,Location 7
0.42,June,LV,74,21,D1,Location 1
0.05,June,33kV,29521,49040,A1,Location 3
3.28,June,11kV,242,10,C1,Location 5
0.9,June,11kV,856,239,C1,Location 7
2.08,June,33kV,8323,679,A1,Location 1
2.08,June,33kV,6887,423,A1,Location 1
0.6,June,33kV,20319,4710,A1,Location 1
0.22,June,33kV,11441,19268,A1,Location 3
0.22,June,33kV,29521,11145,A1,Location 3
3.02,June,33kV,8323,468,A1,Location 1
3.02,June,33kV,6887,291,A1,Location 1
0.83,June,11kV,2152,382,C1,Location 3
0.67,June,11kV,313,90,C1,Location 6
0.58,June,LV,52,9,D1,Location 3
0.75,June,LV,57,8,D1,Location 3
6.5,June,LV,57,1,D2,Location 3
3.25,June,LV,72,3,D2,Location 6
0.33,June,LV,69,24,D2,Location 6
0.42,June,LV,80,26,D1,Location 7
1.33,June,LV,57,5,D2,Location 3
1.1,June,LV,186,55,D2,Location 7
1.92,June,LV,69,4,D2,Location 6
0.12,June,33kV,20064,27475,A1,Location 1
0.02,June,11kV,4337,82650,C1,Location 6
0.33,June,11kV,4544,2782,C1,Location 7
0.97,June,11kV,1382,256,C1,Location 7
0.25,June,LV,63,20,D1,Location 3
0.5,June,11kV,915,218,C1,Location 6
0.2,June,11kV,3997,4130,C1,Location 7
0.42,June,LV,204,193,D2,Location 4
0.57,June,11kV,3009,1435,C1,Location 2
0.17,June,33kV,22495,31812,A1,Location 7
0.83,June,11kV,2000,1152,C1,Location 3
1.05,June,11kV,7764,1130,C1,Location 3
0.52,June,11kV,6492,1756,C1,Location 3
0.65,June,11kV,6300,2625,C1,Location 6
0.25,June,11kV,6492,3652,C1,Location 3
0.5,June,11kV,4455,1196,C1,Location 3
2.08,June,11kV,6300,820,C1,Location 6
0.33,June,LV,78,33,D1,Location 2
0.42,June,33kV,29521,5838,A1,Location 3
0.62,June,11kV,7727,2174,C1,Location 6
0.67,June,11kV,5708,2093,C1,Location 6
0.23,June,11kV,4248,5596,B4,Location 2
0.5,June,11kV,855,712,C2,Location 3
0.72,June,LV,67,10,D2,Location 6
0.63,June,11kV,4455,949,C2,Location 3
0.28,June,LV,59,21,D2,Location 6
2.87,June,11kV,1572,173,C2,Location 1
1,June,11kV,4957,678,B1,Location 1
0.83,June,11kV,4057,1602,B1,Location 1
1,June,11kV,3089,494,B1,Location 1
0.25,June,LV,75,40,D2,Location 6
0.63,June,LV,321,67,D2,Location 6
0.03,June,11kV,5607,38933,C1,Location 5
0.67,June,33kV,9945,4585,A1,Location 4
0.83,June,LV,86,18,D1,Location 2
0.58,June,11kV,423,29,C1,Location 3
1.52,June,11kV,1472,197,C2,Location 1
0.58,June,LV,66,10,D1,Location 3
0.08,June,11kV,1151,20563,C1,Location 2
0.42,June,11kV,121,45,C1,Location 1
0.2,June,33kV,22052,43780,A1,Location 4
0.42,June,11kV,96,38,C1,Location 6
0.5,June,11kV,875,152,C1,Location 1
0.45,June,11kV,5341,1704,C1,Location 3
0.38,June,11kV,1278,424,C1,Location 3
1.33,June,LV,61,5,D2,Location 6
1.33,June,LV,65,6,D2,Location 6
0.55,June,33kV,19950,11038,A1,Location 7
0.55,June,33kV,10507,7795,A1,Location 7
0.25,June,LV,64,28,D1,Location 3
0.42,June,LV,69,17,D1,Location 1
0.3,June,33kV,4948,7153,A1,Location 2
0.28,June,33kV,22495,19314,A1,Location 7
1.38,June,11kV,6935,1500,B3,Location 7
0.4,June,11kV,7920,4135,B3,Location 7
0.68,June,11kV,375,76,C1,Location 2
0.17,June,LV,79,71,D1,Location 2
1.05,June,33kV,19950,5782,A1,Location 7
0.02,June,33kV,19950,303550,A1,Location 7
0.03,June,11kV,5015,31167,B3,Location 7
0.23,June,33kV,4948,9330,A1,Location 2
0.93,June,11kV,2,386,C1,Location 3
0.42,June,33kV,2311,1064,A1,Location 3
0.25,June,33kV,20319,11304,A1,Location 1
0.1,June,33kV,22495,54080,A1,Location 7
7.85,June,LV,137,7,D1,Location 6
0.5,June,11kV,478,294,C1,Location 3
0.33,June,11kV,4139,2821,B3,Location 7
0.07,June,11kV,4139,13300,B3,Location 7
0.07,June,11kV,5681,18614,B3,Location 7
0.08,June,LV,76,113,D2,Location 6
0.5,June,LV,66,10,D1,Location 1
6.5,June,LV,66,1,D2,Location 1
0.25,June,LV,59,28,D1,Location 1
1.33,June,LV,68,6,D2,Location 1
0.02,June,33kV,23422,419300,A1,Location 5
0.5,June,11kV,1506,456,C1,Location 6
0.02,June,11kV,5708,70100,C1,Location 6
0.42,June,11kV,1506,543,C1,Location 6
0.92,June,11kV,3930,816,C1,Location 3
0.03,June,33kV,4948,71533,A1,Location 2
0.33,June,11kV,476,236,C1,Location 3
1,June,33kV,20064,3297,A1,Location 1
0.63,June,11kV,6728,1619,C1,Location 3
4.5,June,LV,77,2,D1,Location 1
0.68,June,11kV,4248,1893,B4,Location 2
0.83,June,11kV,170,30,C1,Location 3
0.58,June,11kV,3283,941,C1,Location 1
0.48,June,LV,80,21,D1,Location 1
0.52,June,11kV,2,690,C1,Location 3
0.07,June,11kV,5341,10957,C1,Location 3
0.52,June,11kV,1787,2096,C1,Location 3
0.28,June,11kV,5341,2739,C1,Location 3
0.67,June,11kV,5341,1145,C1,Location 3
0.42,June,LV,1,693,D1,Location 5
0.17,June,11kV,5003,10400,C2,Location 7
0.22,June,11kV,8911,15605,C1,Location 5
0.75,June,11kV,2110,1215,C1,Location 5
0.45,June,LV,57,13,D2,Location 6
0.67,June,11kV,3930,1121,C1,Location 3
0.18,June,LV,47,28,D2,Location 6
0.37,June,LV,76,32,D2,Location 5
5,June,LV,303,12,D2,Location 5
0.5,June,LV,485,136,D2,Location 3
0.5,June,LV,578,218,D1,Location 7
0.25,June,LV,67,36,D1,Location 7
1.67,June,LV,72,5,D1,Location 3
0.77,June,11kV,5341,996,C1,Location 3
0.07,June,11kV,2665,5686,C1,Location 3
0.83,June,11kV,1278,194,C1,Location 3
0.77,June,11kV,5703,3161,C1,Location 7
0.08,June,11kV,1027,8963,C1,Location 7
0.15,June,11kV,1027,4780,C1,Location 7
12.72,June,11kV,556,17,C1,Location 7
0.13,June,33kV,29521,18862,A1,Location 3
0.63,June,LV,68,14,D1,Location 2
0.62,June,LV,71,13,D1,Location 1
1,June,LV,285,135,D2,Location 5
2.22,June,LV,250,38,D2,Location 7
0.67,June,11kV,247,13,C1,Location 3
1.8,June,LV,357,24,D2,Location 6
0.13,June,11kV,5019,15254,C1,Location 5
0.13,June,11kV,8055,16392,C1,Location 5
0.13,June,11kV,8911,26408,C1,Location 5
0.5,June,LV,62,12,D1,Location 3
1.02,June,LV,56,8,D1,Location 3
0.03,June,33kV,14770,109433,A1,Location 2
0.48,June,33kV,1265,654,A1,Location 7
0.33,June,LV,380,248,D2,Location 5
0.38,June,11kV,6524,5289,C1,Location 7
0.47,June,11kV,4006,3628,C1,Location 7
0.5,June,11kV,3,274,C1,Location 2
0.22,June,11kV,161,400,C1,Location 2
0.3,June,11kV,8515,5863,B4,Location 4
0.35,June,11kV,2182,3957,C1,Location 4
0.05,June,11kV,3089,9880,C1,Location 1
0.35,June,11kV,3089,1411,C1,Location 1
0.75,June,LV,49,5,D1,Location 3
0.42,June,LV,70,24,D1,Location 2
0.5,June,11kV,121,38,C1,Location 1
8.7,June,11kV,2781,122,B4,Location 4
6.15,June,11kV,1122,76,B3,Location 4
2.15,June,11kV,4509,673,B3,Location 4
1.02,June,11kV,1219,600,C2,Location 1
0.58,June,11kV,156,59,C1,Location 6
0.42,June,11kV,6887,2095,C1,Location 1
0.47,June,11kV,2961,2751,C2,Location 7
0.32,June,11kV,4509,4519,B3,Location 4
3.22,June,11kV,2089,216,B3,Location 4
2.55,June,11kV,928,83,B3,Location 4
0.42,June,LV,123,29,D1,Location 7
0.35,June,33kV,22052,25017,A1,Location 4
1.77,June,33kV,17726,2396,A1,Location 4
5.32,June,11kV,1168,36,B3,Location 4
0.35,June,11kV,4192,2977,C1,Location 2
0.58,June,11kV,3251,1076,C1,Location 2
0.17,June,11kV,1698,1571,C1,Location 2
0.37,June,11kV,1506,614,C1,Location 2
0.05,June,11kV,4192,20840,C1,Location 2
0.7,June,11kV,1506,324,C1,Location 2
0.05,June,11kV,4192,20840,C1,Location 2
1.05,June,11kV,1506,216,C1,Location 2
0.12,June,33kV,11441,35325,A1,Location 3
0.17,June,11kV,3089,2906,C1,Location 1
0.18,June,11kV,1,100,C1,Location 2
0.02,June,33kV,10820,247000,A1,Location 2
0.98,June,11kV,165,765,C2,Location 7
0.33,June,LV,257,158,D2,Location 7
0.1,June,LV,236,380,D1,Location 2
0.15,June,LV,281,287,D1,Location 2
0.5,June,LV,71,20,D1,Location 1
1,June,11kV,11,677,C1,Location 7
0.33,June,11kV,3194,2906,B4,Location 4
13.77,June,11kV,0,0,B4,Location 4
0.03,June,33kV,19950,202367,A1,Location 7
0.75,June,11kV,423,101,C1,Location 5
0.25,June,11kV,1787,4360,C1,Location 3
0.03,June,11kV,4192,34733,C1,Location 2
0.42,June,11kV,4248,3064,C1,Location 2
23.98,June,11kV,0,0,B4,Location 4
0.25,June,LV,61,36,D1,Location 5
0.12,June,11kV,1151,13708,C1,Location 2
0.02,June,11kV,254,24200,C1,Location 2
0.65,June,11kV,21,240,C1,Location 2
0.2,June,11kV,1,20,C1,Location 2
0.35,June,11kV,1,3,C1,Location 2
0.17,June,11kV,5703,14318,B4,Location 7
0.17,June,11kV,8967,14635,B4,Location 5
0.3,June,11kV,6790,6080,C1,Location 6
0.7,June,LV,102,43,D2,Location 6
0.05,June,33kV,22495,108160,A1,Location 7
0.27,June,LV,120,119,D2,Location 2
0.8,June,33kV,4948,2683,A1,Location 2
18.28,June,11kV,0,0,B4,Location 4
0.2,June,33kV,9555,11645,A1,Location 1
0.33,June,11kV,1167,2424,C1,Location 5
0.07,June,11kV,1167,11429,C1,Location 5
0.2,June,33kV,22495,27040,A1,Location 7
0.17,June,33kV,29521,14424,A1,Location 3
0.17,June,33kV,20319,16624,A1,Location 1
0.17,June,33kV,11441,24935,A1,Location 3
0.42,June,11kV,279,340,C1,Location 2
0.13,June,11kV,5341,5900,C1,Location 3
0.3,June,11kV,7773,5613,C2,Location 5
0.5,June,LV,428,160,D1,Location 7
0.42,June,11kV,1,693,C1,Location 5
0.07,June,33kV,19774,81529,A1,Location 4
0.58,June,LV,67,12,D1,Location 1
0.42,June,11kV,382,112,C1,Location 6
0.03,June,33kV,20064,109900,A1,Location 1
0.42,June,11kV,1209,607,C2,Location 2
1.08,June,11kV,2420,695,B3,Location 4
0.1,June,33kV,22495,54080,A1,Location 7
0.3,June,11kV,7161,5570,C1,Location 6
1.5,June,11kV,2257,378,C1,Location 6
